experiment,well,method,timepoint,true_dy,true_dx,est_dy,est_dx,abs_err_px,post_corr,reg_error,overlap,qc_pass
E2_sparse,1,stable_subpixel,8,7.211256060284688,-4.9837352394571575,-6.65,4.85,0.5769692188314315,0.8272411580175386,0.999999999983888,0.9409790717230904,True
E3_mcherry,1,A_cli,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,True
E3_mcherry,1,A_cli,1,0.0,0.0,-2.1,-6.1,6.4513564465157245,0.9700837573783029,0.9999999535117584,0.9576391601562501,True
E3_mcherry,1,A_cli,2,0.0,0.0,-2.6,-2.5,3.606937759374287,0.9896252451913172,0.999999972759083,0.9736138237847223,True
E3_mcherry,1,A_cli,3,0.0,0.0,-6.8,-4.1,7.940403012442126,0.9529856901947548,0.9999999699416433,0.9439854600694445,True
E3_mcherry,1,A_cli,4,0.0,0.0,-1.3,6.6,6.726812023536855,0.9761980726620926,0.9999999719550943,0.9590869140625,True
E3_mcherry,1,A_cli,5,0.0,0.0,0.4,-2.0,2.039607805437114,0.9977153206140739,0.9999999564200757,0.9875217013888888,True
E3_mcherry,1,A_cli,6,0.0,0.0,-0.1,-4.2,4.201190307520001,0.9891642585660262,0.9999999454617078,0.9776155598958334,True
E3_mcherry,1,A_cli,7,0.0,0.0,-1.0,3.2,3.3526109228480423,0.9944781282407121,0.9999999465056207,0.9782118055555556,True
E3_mcherry,1,A_cli,8,0.0,0.0,-7.1,5.0,8.683893136145793,0.9712901295053936,0.9999999318945584,0.9379421657986112,True
E3_mcherry,1,B_pilot,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,True
E3_mcherry,1,B_pilot,1,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,True
E3_mcherry,1,B_pilot,2,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,True
E3_mcherry,1,B_pilot,3,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,True
E3_mcherry,1,B_pilot,4,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,True
E3_mcherry,1,B_pilot,5,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,True
E3_mcherry,1,B_pilot,6,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,True
E3_mcherry,1,B_pilot,7,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,True
E3_mcherry,1,B_pilot,8,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,True
E3_mcherry,1,stable_subpixel,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,True
E3_mcherry,1,stable_subpixel,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,True
E3_mcherry,1,stable_subpixel,2,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,True
E3_mcherry,1,stable_subpixel,3,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,True
E3_mcherry,1,stable_subpixel,4,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,True
E3_mcherry,1,stable_subpixel,5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,True
E3_mcherry,1,stable_subpixel,6,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,True
E3_mcherry,1,stable_subpixel,7,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,True
E3_mcherry,1,stable_subpixel,8,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,True
E4_gradient,1,A_cli,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,True
E4_gradient,1,A_cli,1,-0.8760375284643409,5.846104636046959,0.9,-6.0,0.1557497450666817,0.8317879399987843,0.9999999988284731,0.9642089843749999,True
E4_gradient,1,A_cli,2,-3.0592783693477834,2.8663482050664246,3.1,-2.8,0.07784815680869979,0.8756422313154771,0.9999999990245911,0.9695062934027777,True
E4_gradient,1,A_cli,3,-2.4483517116323337,-3.8308328216378653,2.6,3.9,0.16667723878029134,0.9484007892127916,0.9999999989636001,0.9664208984375,True
E4_gradient,1,A_cli,4,2.318563609484056,-5.966667156608719,-2.3,5.9,0.0692034491002288,0.8829178268202132,0.9999999991244651,0.9576597764756944,True
E4_gradient,1,A_cli,5,4.7967432528039335,-3.827396568901132,-4.8,3.9,0.07267643778851009,0.8417417995603735,0.999999999223522,0.9551953125,True
E4_gradient,1,A_cli,6,1.7961348288742673,-0.9904590293629858,-2.1,1.0,0.3040149212521767,0.9050473959600748,0.9999999982960124,0.9839111328125001,True
E4_gradient,1,A_cli,7,-4.315237031757667,-5.798115745752119,4.2,5.9,0.1538179922894736,0.9281969624849857,0.9999999991316737,0.9480680338541667,True
E4_gradient,1,A_cli,8,4.208791127077038,4.127502339218915,-4.2,-4.1,0.028873215577710117,0.7368138132349458,0.9999999995595455,0.9572379557291667,True
E4_gradient,1,B_pilot,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,True
E4_gradient,1,B_pilot,1,-0.8760375284643409,5.846104636046959,1.0,-6.0,0.197611936368905,0.8345612187331368,,0.9637044270833334,True
E4_gradient,1,B_pilot,2,-3.0592783693477834,2.8663482050664246,3.0,-3.0,0.14620782250447037,0.8798164169752397,,0.968994140625,True
E4_gradient,1,B_pilot,3,-2.4483517116323337,-3.8308328216378653,2.0,4.0,0.4792043317402813,0.931229700174524,,0.9689670138888888,True
E4_gradient,1,B_pilot,4,2.318563609484056,-5.966667156608719,-2.0,6.0,0.3203027501225328,0.9122671268374948,,0.9586588541666666,True
E4_gradient,1,B_pilot,5,4.7967432528039335,-3.827396568901132,-5.0,4.0,0.2666556763090323,0.8474333708121445,,0.9536675347222222,True
E4_gradient,1,B_pilot,6,1.7961348288742673,-0.9904590293629858,-2.0,1.0,0.2040883096084159,0.9353108475249637,,0.9844292534722222,True
E4_gradient,1,B_pilot,7,-4.315237031757667,-5.798115745752119,4.0,6.0,0.3743416064300196,0.9253332991199474,,0.9485677083333334,True
E4_gradient,1,B_pilot,8,4.208791127077038,4.127502339218915,-4.0,-4.0,0.2446437844139827,0.7849757251849315,,0.9587673611111112,True
E4_gradient,1,stable_subpixel,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,True
E4_gradient,1,stable_subpixel,1,-0.8760375284643409,5.846104636046959,0.949999988079071,-5.949999809265137,0.12753294652871397,0.8325772155336204,0.9999999403953552,0.9642158349245276,True
E4_gradient,1,stable_subpixel,2,-3.0592783693477834,2.8663482050664246,3.0,-2.950000047683716,0.10252587890771911,0.8790653944157969,0.9999999403953552,0.9692504880367778,True
E4_gradient,1,stable_subpixel,3,-2.4483517116323337,-3.8308328216378653,2.3499999046325684,3.950000047683716,0.15451183030299626,0.9433848457716499,0.9999999403953552,0.967439304169125,True
E4_gradient,1,stable_subpixel,4,2.318563609484056,-5.966667156608719,-2.1500000953674316,6.0,0.17182763671741813,0.8869027161018808,0.9999999403953552,0.9579020177479833,True
E4_gradient,1,stable_subpixel,5,4.7967432528039335,-3.827396568901132,-4.900000095367432,3.950000047683716,0.16029219739517755,0.8449469489404476,0.9999999403953552,0.9544312872489294,True
E4_gradient,1,stable_subpixel,6,1.7961348288742673,-0.9904590293629858,-1.899999976158142,1.0,0.10430243976531595,0.9340497494493772,0.9999999403953552,0.9849473742554741,True
E4_gradient,1,stable_subpixel,7,-4.315237031757667,-5.798115745752119,4.150000095367432,5.900000095367432,0.19412281124114728,0.9265890597059686,0.9999999403953552,0.9483204471662692,True
E4_gradient,1,stable_subpixel,8,4.208791127077038,4.127502339218915,-4.099999904632568,-4.050000190734863,0.13357437291863344,0.7402347499043606,0.9999999403953552,0.958002522300489,True
E5_drift,1,A_cli,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,True
E5_drift,1,A_cli,1,2.612650339719212,-2.977724700844404,-2.7,3.0,0.09014517238122312,0.9916922255678632,0.9999999594538752,0.9705322265625002,True
E5_drift,1,A_cli,2,5.352577066462476,-4.839252563904759,-5.3,4.9,0.08034051848192779,0.9898167154235374,0.999999962391717,0.9475794813368056,True
E5_drift,1,A_cli,3,9.085611151771655,-6.344808037803306,-9.0,6.3,0.09662830620191906,0.9909459599002582,0.9999999631420021,0.9218505859374999,True
E5_drift,1,A_cli,4,13.334932662772474,-8.206908609653118,-13.2,8.1,0.17215189310847853,0.9892048899010649,0.9999999661698576,0.891962890625,True
E5_drift,1,A_cli,5,16.959127418787947,-10.541832104759287,-17.0,10.6,0.0710919962560512,0.9888504382384168,0.9999999674370086,0.8611382378472222,True
E5_drift,1,A_cli,6,19.31011970383843,-12.075479480467267,-19.2,12.0,0.13350468585436462,0.9906732421242069,0.999999967480568,0.8437500000000001,True
E5_drift,1,A_cli,7,23.436951188646148,-15.263396537003754,-23.4,15.2,0.07337922898499089,0.9838794845276938,0.9999999740317028,0.8086067708333333,True
E5_drift,1,A_cli,8,26.240756854436146,-17.118550284520488,-26.2,17.1,0.04477984188583361,0.9860744061520399,0.9999999703491828,0.7866324869791668,True
E5_drift,1,B_pilot,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,True
E5_drift,1,B_pilot,1,2.612650339719212,-2.977724700844404,-3.0,3.0,0.3879896239232608,0.9875320088550212,,0.968994140625,True
E5_drift,1,B_pilot,2,5.352577066462476,-4.839252563904759,-5.0,5.0,0.3874923560619982,0.9867789456529472,,0.9485948350694444,True
E5_drift,1,B_pilot,3,9.085611151771655,-6.344808037803306,-9.0,6.0,0.3552771484931663,0.9875002675173882,,0.92333984375,True
E5_drift,1,B_pilot,4,13.334932662772474,-8.206908609653118,-13.0,8.0,0.3936890414279342,0.9847963976580657,,0.8934461805555556,True
E5_drift,1,B_pilot,5,16.959127418787947,-10.541832104759287,-17.0,11.0,0.4599873782227518,0.9804984611930605,,0.8592393663194444,True
E5_drift,1,B_pilot,6,19.31011970383843,-12.075479480467267,-19.0,12.0,0.31917296671310524,0.986600607398891,,0.8447265625,True
E5_drift,1,B_pilot,7,23.436951188646148,-15.263396537003754,-23.0,15.0,0.510200036225843,0.9763524123248636,,0.8114420572916666,True
E5_drift,1,B_pilot,8,26.240756854436146,-17.118550284520488,-26.0,17.0,0.26836175755475344,0.9839171501397317,,0.7880316840277778,True
E5_drift,1,stable_subpixel,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,True
E5_drift,1,stable_subpixel,1,2.612650339719212,-2.977724700844404,-2.75,3.0,0.13914423499275572,0.9874673206895532,0.9999997615814209,0.97027587890625,True
E5_drift,1,stable_subpixel,2,5.352577066462476,-4.839252563904759,-5.199999809265137,4.949999809265137,0.18853321131507447,0.9853821549347861,0.9999997615814209,0.9478336607884719,True
E5_drift,1,stable_subpixel,3,9.085611151771655,-6.344808037803306,-9.050000190734863,6.199999809265137,0.14912264616189755,0.9859739216895804,0.9999998211860657,0.9220949978151152,True
E5_drift,1,stable_subpixel,4,13.334932662772474,-8.206908609653118,-13.199999809265137,8.100000381469727,0.1721518057092183,0.982735591314366,0.9999998211860657,0.8919628897262738,True
E5_drift,1,stable_subpixel,5,16.959127418787947,-10.541832104759287,-17.0,10.649999618530273,0.11563208434657064,0.9825016427736241,0.9999998211860657,0.860900880717155,True
E5_drift,1,stable_subpixel,6,19.31011970383843,-12.075479480467267,-19.149999618530273,12.0,0.1770186252649714,0.985603472729216,0.9999998211860657,0.8439941424876451,True
E5_drift,1,stable_subpixel,7,23.436951188646148,-15.263396537003754,-23.299999237060547,15.100000381469727,0.21319976708806423,0.9759272853497217,0.9999998211860657,0.8095440014813923,True
E5_drift,1,stable_subpixel,8,26.240756854436146,-17.118550284520488,-26.100000381469727,17.049999237060547,0.15656190721181662,0.9814390802027981,0.9999998211860657,0.7873319514928799,True
E1_baseline,2,A_cli,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,True
E1_baseline,2,A_cli,1,-3.832138358982636,1.4441927436049404,3.8,-1.5,0.06439972037548544,0.9894348992182413,0.9999999856605069,0.9725504557291667,True
E1_baseline,2,A_cli,2,5.434518232106722,-4.1266207210655015,-5.4,4.0,0.13124143915288738,0.9910300279510682,0.9999999847175877,0.9516276041666666,True
E1_baseline,2,A_cli,3,7.692118793492208,6.952632713068102,-7.8,-7.0,0.11782196140306635,0.9938854607460773,0.9999999831908916,0.9243977864583334,True
E1_baseline,2,A_cli,4,-1.604186327625774,5.7112000473701965,1.7,-5.8,0.13063572023336817,0.9891420042436634,0.9999999846959194,0.9612049696180556,True
E1_baseline,2,A_cli,5,-4.279031600711116,-5.1169733142656195,4.2,5.1,0.08083370156142036,0.9932302507456923,0.9999999826178905,0.9521435546875,True
E1_baseline,2,A_cli,6,-3.0907029388711678,-4.888731921709686,3.0,4.9,0.09140017892883713,0.9975281386655671,0.9999999802204166,0.9592529296875001,True
E1_baseline,2,A_cli,7,0.9994284461798291,3.842440583227532,-1.0,-4.0,0.15756045343756045,0.9985313025728194,0.999999980205247,0.9740668402777778,True
E1_baseline,2,A_cli,8,7.919114792403088,5.304228148724132,-8.0,-5.2,0.13193151175687834,0.9937516433335859,0.9999999847272858,0.9323784722222224,True
E1_baseline,2,B_pilot,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,True
E1_baseline,2,B_pilot,1,-3.832138358982636,1.4441927436049404,4.0,-1.0,0.47485231809092676,0.9863886336671627,,0.9740668402777778,True
E1_baseline,2,B_pilot,2,5.434518232106722,-4.1266207210655015,-5.0,4.0,0.45259131789761353,0.9869065650186494,,0.9536675347222222,True
E1_baseline,2,B_pilot,3,7.692118793492208,6.952632713068102,-8.0,-7.0,0.31150360702884744,0.9921935558837053,,0.9233940972222222,True
E1_baseline,2,B_pilot,4,-1.604186327625774,5.7112000473701965,2.0,-6.0,0.489973342006836,0.9860460916107628,,0.9586588541666666,True
E1_baseline,2,B_pilot,5,-4.279031600711116,-5.1169733142656195,4.0,5.0,0.30255807780604893,0.9927463724264255,,0.9536675347222222,True
E1_baseline,2,B_pilot,6,-3.0907029388711678,-4.888731921709686,3.0,5.0,0.14355350349708007,0.9971364433980279,,0.958740234375,True
E1_baseline,2,B_pilot,7,0.9994284461798291,3.842440583227532,-1.0,-4.0,0.15756045343756045,0.9978452799551568,,0.9740668402777778,True
E1_baseline,2,B_pilot,8,7.919114792403088,5.304228148724132,-8.0,-5.0,0.31479705094569754,0.9920581606034452,,0.9333767361111112,True
E1_baseline,2,stable_subpixel,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,True
E1_baseline,2,stable_subpixel,1,-3.832138358982636,1.4441927436049404,3.950000047683716,-1.350000023841858,0.15087626095525042,0.9868898186930972,0.9999999403953552,0.9725404862854177,True
E1_baseline,2,stable_subpixel,2,5.434518232106722,-4.1266207210655015,-5.300000190734863,4.050000190734863,0.15480894393628988,0.9869934126975723,0.9999999403953552,0.9518843567855139,True
E1_baseline,2,stable_subpixel,3,7.692118793492208,6.952632713068102,-7.849999904632568,-7.0,0.16483356795933188,0.9915414633706462,0.9999999403953552,0.9241468646279019,True
E1_baseline,2,stable_subpixel,4,-1.604186327625774,5.7112000473701965,1.75,-5.849999904632568,0.20131325695868352,0.9850689460106009,0.9999999403953552,0.9606943771197822,True
E1_baseline,2,stable_subpixel,5,-4.279031600711116,-5.1169733142656195,4.150000095367432,5.050000190734863,0.14537719438317429,0.9911130891484905,0.9999999403953552,0.9526518404498024,True
E1_baseline,2,stable_subpixel,6,-3.0907029388711678,-4.888731921709686,3.049999952316284,4.949999809265137,0.07355601375818534,0.9961537848100224,0.9999999403953552,0.9587428804513506,True
E1_baseline,2,stable_subpixel,7,0.9994284461798291,3.842440583227532,-1.0,-3.950000047683716,0.1075609830183345,0.9975571331902908,0.9999999403953552,0.9743259003605798,True
E1_baseline,2,stable_subpixel,8,7.919114792403088,5.304228148724132,-7.949999809265137,-5.150000095367432,0.15729010365806942,0.9908323311080056,0.9999999403953552,0.9328814702171884,True
E2_sparse,2,A_cli,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,True
E2_sparse,2,A_cli,1,-0.4954028188465962,5.360476286203562,0.0,0.0,5.383319604841597,0.9861182626177621,0.9999999996793686,1.0,True
E2_sparse,2,A_cli,2,2.9326785751219067,-4.8963789025645745,0.0,0.0,5.707462657123437,0.9857544976456968,0.9999999996270232,1.0,True
E2_sparse,2,A_cli,3,-5.331736304402314,-2.8741704544809004,0.0,0.0,6.057084102197409,0.9863089636524041,0.9999999995046974,1.0,True
E2_sparse,2,A_cli,4,0.9517406812769842,4.92751843857495,0.0,0.0,5.0185902688796675,0.9865419026494433,0.9999999996177228,1.0,True
E2_sparse,2,A_cli,5,-0.43123247917856133,7.103282816877162,0.0,0.0,7.116360602698603,0.98495721846731,0.9999999995763174,1.0,True
E2_sparse,2,A_cli,6,5.569639535688097,3.6556553728190373,0.0,0.0,6.66218438369283,0.9858188596103862,0.9999999995948817,1.0,True
E2_sparse,2,A_cli,7,4.865545889840863,-3.3992017714400333,0.0,0.0,5.93532724364111,0.986090519384637,0.9999999996431896,1.0,True
E2_sparse,2,A_cli,8,0.3210553020732032,-4.87377273457901,0.0,0.0,4.884335899107992,0.9868171284019953,0.9999999995218629,1.0,True
E2_sparse,2,B_pilot,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,True
E2_sparse,2,B_pilot,1,-0.4954028188465962,5.360476286203562,1.0,-5.0,0.620130202572874,0.8054165440787525,,0.9688856336805556,True
E2_sparse,2,B_pilot,2,2.9326785751219067,-4.8963789025645745,-3.0,5.0,0.12356984292835653,0.918422539210787,,0.958740234375,True
E2_sparse,2,B_pilot,3,-5.331736304402314,-2.8741704544809004,5.0,3.0,0.35479860510442834,0.9568054749731761,,0.958740234375,True
E2_sparse,2,B_pilot,4,0.9517406812769842,4.92751843857495,-1.0,-5.0,0.08707777322728777,0.7879229219234497,,0.9688856336805556,True
E2_sparse,2,B_pilot,5,-0.43123247917856133,7.103282816877162,1.0,-7.0,0.578069055566415,0.7378564070263839,,0.9585232204861112,True
E2_sparse,2,B_pilot,6,5.569639535688097,3.6556553728190373,-6.0,-4.0,0.5511654484010703,0.7182686528882694,,0.9485677083333334,True
E2_sparse,2,B_pilot,7,4.865545889840863,-3.3992017714400333,-5.0,3.0,0.421236230706175,0.8741748729396892,,0.958740234375,True
E2_sparse,2,B_pilot,8,0.3210553020732032,-4.87377273457901,0.0,5.0,0.34497801310370035,0.9861599922708209,,0.9739583333333334,True
E2_sparse,2,stable_subpixel,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,True
E2_sparse,2,stable_subpixel,1,-0.4954028188465962,5.360476286203562,0.05,-4.9,0.6406419289995923,0.8054747275075874,0.9999999999841264,0.9742253960503471,True
E2_sparse,2,stable_subpixel,2,2.9326785751219067,-4.8963789025645745,-3.55,5.05,0.6361487115374703,0.8975382813598071,0.9999999999874903,0.955694647894965,True
E2_sparse,2,stable_subpixel,3,-5.331736304402314,-2.8741704544809004,5.1,2.3,0.6191715639278391,0.9515696503551864,0.9999999999853679,0.9617765299479166,True
E2_sparse,2,stable_subpixel,4,0.9517406812769842,4.92751843857495,-0.4,-4.65,0.6176036456539652,0.7901927336109397,0.9999999999836438,0.9737483723958332,True
E2_sparse,2,stable_subpixel,5,-0.43123247917856133,7.103282816877162,0.6,-6.85,0.30435942799500176,0.7389848020768719,0.9999999999848326,0.9613094075520833,True
E2_sparse,2,stable_subpixel,6,5.569639535688097,3.6556553728190373,-5.65,-3.0,0.6605617095555081,0.751435306801812,0.999999999986501,0.9554077148437501,True
E2_sparse,2,stable_subpixel,7,4.865545889840863,-3.3992017714400333,-5.15,4.35,0.9924371074376434,0.8556247463242818,0.9999999999868616,0.9511285400390624,True
E2_sparse,2,stable_subpixel,8,0.3210553020732032,-4.87377273457901,-0.25,4.95,0.10420869419715548,0.96439082693447,0.9999999999843936,0.9729502360026042,True
E3_mcherry,2,A_cli,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,True
E3_mcherry,2,A_cli,1,0.0,0.0,4.9,5.1,7.07248188403477,0.9750307074672201,0.9999999741090135,0.9485945638020833,True
E3_mcherry,2,A_cli,2,0.0,0.0,2.9,-1.0,3.0675723300355937,0.9922446239130438,0.9999999510267971,0.9797661675347222,True
E3_mcherry,2,A_cli,3,0.0,0.0,-5.0,0.4,5.015974481593781,0.9814854092600486,0.9999999658173955,0.9719292534722221,True
E3_mcherry,2,A_cli,4,0.0,0.0,-7.2,-5.6,9.121403400793104,0.9573959742275064,0.999999972455292,0.9344270833333334,True
E3_mcherry,2,A_cli,5,0.0,0.0,-3.8,-4.8,6.1220911460055865,0.9810245272745413,0.9999999690162314,0.9557031249999999,True
E3_mcherry,2,A_cli,6,0.0,0.0,3.3,-0.3,3.313608305156178,0.9916781105235575,0.9999999694769602,0.9812768554687499,True
E3_mcherry,2,A_cli,7,0.0,0.0,4.9,6.9,8.462860036654275,0.9647786969708824,0.9999999719506804,0.9394588216145833,True
E3_mcherry,2,A_cli,8,0.0,0.0,-6.0,-4.3,7.381734213584231,0.9715025491235988,0.9999999620854514,0.9470540364583333,True
E3_mcherry,2,B_pilot,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,True
E3_mcherry,2,B_pilot,1,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,True
E3_mcherry,2,B_pilot,2,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,True
E3_mcherry,2,B_pilot,3,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,True
E3_mcherry,2,B_pilot,4,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,True
E3_mcherry,2,B_pilot,5,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,True
E3_mcherry,2,B_pilot,6,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,True
E3_mcherry,2,B_pilot,7,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,True
E3_mcherry,2,B_pilot,8,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,True
E3_mcherry,2,stable_subpixel,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,True
E3_mcherry,2,stable_subpixel,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,True
E3_mcherry,2,stable_subpixel,2,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,True
E3_mcherry,2,stable_subpixel,3,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,True
E3_mcherry,2,stable_subpixel,4,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,True
E3_mcherry,2,stable_subpixel,5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,True
E3_mcherry,2,stable_subpixel,6,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,True
E3_mcherry,2,stable_subpixel,7,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,True
E3_mcherry,2,stable_subpixel,8,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,True
E4_gradient,2,A_cli,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,True
E4_gradient,2,A_cli,1,5.95595112612091,4.505976522061157,0.0,0.0,7.468412028946133,0.9024337601276039,0.9999999996712257,1.0,True
E4_gradient,2,A_cli,2,-5.592250361935896,-5.624715885520329,5.6,5.7,0.07568193168195964,0.9272285855749386,0.9999999991021431,0.94201171875,True
E4_gradient,2,A_cli,3,-1.6145021513637672,-2.161163963113864,1.5,2.1,0.12981437921403446,0.9309984333870325,0.9999999988725049,0.9813354492187502,True
E4_gradient,2,A_cli,4,2.702294929201323,-3.5993395175666323,-2.6,3.6,0.1022970614306613,0.8734196505119131,0.999999999204745,0.9679622395833333,True
E4_gradient,2,A_cli,5,1.6642838437710465,4.6290344715510905,0.0,0.0,4.919126025163984,0.9231392352165235,0.999999999626329,1.0,True
E4_gradient,2,A_cli,6,-2.874103769236977,1.0831445577037053,2.8,-1.0,0.11137497964476564,0.9461690726633774,0.9999999990525845,0.9802842881944444,True
E4_gradient,2,A_cli,7,4.0758886740800415,-3.094965540799126,-4.1,3.1,0.024631317810131663,0.8219856813973258,0.9999999992573857,0.9628447808159724,True
E4_gradient,2,A_cli,8,5.769089095119156,5.214474534801076,0.0,0.0,7.776447367629493,0.9001875072891881,0.9999999996787421,1.0,True
E4_gradient,2,B_pilot,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,True
E4_gradient,2,B_pilot,1,5.95595112612091,4.505976522061157,-6.0,-5.0,0.4959833667017535,0.6972056705153522,,0.9435221354166666,True
E4_gradient,2,B_pilot,2,-5.592250361935896,-5.624715885520329,6.0,6.0,0.554164175964306,0.9367120219410336,,0.9384765625,True
E4_gradient,2,B_pilot,3,-1.6145021513637672,-2.161163963113864,2.0,2.0,0.417830604802629,0.9405450928188583,,0.9792751736111112,True
E4_gradient,2,B_pilot,4,2.702294929201323,-3.5993395175666323,-3.0,4.0,0.49915641973532116,0.8834311357168183,,0.9638671875,True
E4_gradient,2,B_pilot,5,1.6642838437710465,4.6290344715510905,-2.0,-5.0,0.5003206580289503,0.7875366752099027,,0.9638129340277778,True
E4_gradient,2,B_pilot,6,-2.874103769236977,1.0831445577037053,3.0,-1.0,0.1508737167172636,0.9510568513396017,,0.979248046875,True
E4_gradient,2,B_pilot,7,4.0758886740800415,-3.094965540799126,-4.0,3.0,0.12156292523996473,0.8475187598955328,,0.9638671875,True
E4_gradient,2,B_pilot,8,5.769089095119156,5.214474534801076,-6.0,-5.0,0.3151494440277948,0.7055266099137045,,0.9435221354166666,True
E4_gradient,2,stable_subpixel,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,True
E4_gradient,2,stable_subpixel,1,5.95595112612091,4.505976522061157,-6.0,-4.5,0.04445247018966982,0.7004438362998896,1.0,0.946044921875,True
E4_gradient,2,stable_subpixel,2,-5.592250361935896,-5.624715885520329,5.75,5.800000190734863,0.23581674233162,0.9323809698059758,1.0,0.9407484256856454,True
E4_gradient,2,stable_subpixel,3,-1.6145021513637672,-2.161163963113864,1.75,2.049999952316284,0.17526295752854307,0.9365677029580233,1.0,0.980305650745221,True
E4_gradient,2,stable_subpixel,4,2.702294929201323,-3.5993395175666323,-2.8499999046325684,3.75,0.21098658899133813,0.879702962501532,1.0,0.9659149174791916,True
E4_gradient,2,stable_subpixel,5,1.6642838437710465,4.6290344715510905,-1.7999999523162842,-4.800000190734863,0.21828453736966202,0.7862249934867401,1.0,0.9658593742580464,True
E4_gradient,2,stable_subpixel,6,-2.874103769236977,1.0831445577037053,2.950000047683716,-1.0499999523162842,0.08281793252884768,0.9222030560417652,1.0,0.9792506917293132,True
E4_gradient,2,stable_subpixel,7,4.0758886740800415,-3.094965540799126,-4.0,3.049999952316284,0.08820994842553222,0.8468581942352844,1.0,0.9636121964237342,True
E4_gradient,2,stable_subpixel,8,5.769089095119156,5.214474534801076,-5.900000095367432,-5.099999904632568,0.1739026478758177,0.6819331535134693,1.0,0.9435245768208471,True
E5_drift,2,A_cli,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,True
E5_drift,2,A_cli,1,2.651228381408963,-2.6805240929506176,-2.8,2.8,0.1908074601881947,0.9920244790450445,0.9999999805645065,0.9710460069444442,True
E5_drift,2,A_cli,2,6.750371855175638,-4.66469650281743,-6.9,4.8,0.20173154952414873,0.9929917456698838,0.9999999800728417,0.9399609374999999,True
E5_drift,2,A_cli,3,11.202265416658797,-8.033775591950942,-11.1,8.0,0.10769868177482002,0.9967836355487552,0.999999978752644,0.9029296874999999,True
E5_drift,2,A_cli,4,14.201611302967269,-11.247675597872217,-14.1,11.1,0.17925662915949,0.9940695104865437,0.9999999814299143,0.87299560546875,True
E5_drift,2,A_cli,5,16.783012615356157,-13.108053933589014,-16.9,13.1,0.11726429129134969,0.9949296661423239,0.9999999807688221,0.8497555881076388,True
